,Voltage,Voltage_Error,Amperage,Amperage_Error
0,6.264843750000001,0.0,0.0239985039893617,0.0239985039893617
1,5.75244140625,0.0,0.0,0.0
2,6.29384765625,0.0,0.0,0.0
3,5.994140625,0.0,0.0,0.0
4,6.0328124999999995,0.0,0.006171043882978723,0.006171043882978723
5,6.2261718749999995,0.0,0.0,0.0
6,5.878125,0.0,0.0,0.0
7,6.19716796875,0.0,0.0013713430851063828,0.0013713430851063828
8,6.216503906250001,0.0,0.0034283577127659573,0.0034283577127659573
9,5.771777343749999,0.0,0.0,0.0
10,6.29384765625,0.0,0.0,0.0
11,6.119824218750001,0.0,0.0,0.0
12,5.6944335937499995,0.0,0.0,0.0
13,6.264843750000001,0.0,0.0,0.0
14,6.0328124999999995,0.0,0.0,0.0
15,5.675097656249999,0.0,0.0013713430851063828,0.0013713430851063828
16,6.313183593750001,0.0,0.0,0.0
17,6.00380859375,0.0,0.0,0.0
18,6.00380859375,0.0,0.0,0.0
19,6.2841796875,0.0,0.0,0.0
20,5.92646484375,0.0,0.0,0.0
21,6.19716796875,0.0,0.0,0.0
22,6.1875,0.0,0.0006856715425531914,0.0006856715425531914
23,5.84912109375,0.0,0.0,0.0
24,6.1778320312499995,0.0,0.0,0.0
25,6.23583984375,0.0,0.0013713430851063828,0.0013713430851063828
26,5.7427734374999995,0.0,0.0,0.0
27,6.2261718749999995,0.0,0.0006856715425531914,0.0006856715425531914
28,6.110156249999999,0.0,0.0,0.0
29,5.9361328124999995,0.0,0.0,0.0
30,6.264843750000001,0.0,0.0,0.0
31,6.10048828125,0.0,0.0,0.0
32,6.0908203125,0.0,0.0,0.0
33,5.7427734374999995,0.0,0.0,0.0
34,6.206835937499999,0.0,0.0,0.0
35,6.168164062500001,0.0,0.0006856715425531914,0.0006856715425531914
36,5.684765625,0.0,0.0,0.0
37,6.2455078125,0.0,0.0,0.0
38,6.110156249999999,0.0,0.0,0.0
39,5.65576171875,0.0,0.0,0.0
40,6.2841796875,0.0,0.0027426861702127656,0.0027426861702127656
41,6.00380859375,0.0,0.0,0.0
42,6.0328124999999995,0.0,0.0,0.0
43,6.23583984375,0.0,0.0,0.0
44,5.868457031249999,0.0,0.0,0.0
45,6.158496093749999,0.0,0.0,0.0
46,6.206835937499999,0.0,0.0,0.0
47,5.81044921875,0.0,0.0,0.0
48,6.19716796875,0.0,0.0,0.0
49,6.1778320312499995,0.0,0.0,0.0
50,5.7427734374999995,0.0,0.0,0.0
51,6.264843750000001,0.0,0.0020570146276595743,0.0020570146276595743
52,6.00380859375,0.0,0.0,0.0
53,5.7814453125,0.0,0.0,0.0
54,6.23583984375,0.0,0.0,0.0
55,5.95546875,0.0,0.0,0.0
56,6.00380859375,0.0,0.0,0.0
57,6.264843750000001,0.0,0.0,0.0
58,5.878125,0.0,0.0013713430851063828,0.0013713430851063828
59,6.255175781249999,0.0,0.0006856715425531914,0.0006856715425531914
60,5.95546875,0.0,0.0,0.0
61,6.0328124999999995,0.0,0.0,0.0
62,6.264843750000001,0.0,0.0,0.0
63,5.92646484375,0.0,0.0,0.0
64,6.158496093749999,0.0,0.0,0.0
65,6.255175781249999,0.0,0.0013713430851063828,0.0013713430851063828
66,5.8974609375,0.0,0.0,0.0
67,6.071484375000001,0.0,0.0,0.0
68,6.39052734375,0.0,0.0,0.0
69,5.771777343749999,0.0,0.0,0.0
70,6.264843750000001,0.0,0.0,0.0
71,6.0811523437499995,0.0,0.0,0.0
72,5.684765625,0.0,0.0,0.0
73,6.264843750000001,0.0,0.00479970079787234,0.00479970079787234
74,6.04248046875,0.0,0.0,0.0
75,5.916796874999999,0.0,0.0,0.0
76,6.264843750000001,0.0,0.0,0.0
77,5.92646484375,0.0,0.0,0.0
78,6.0908203125,0.0,0.008228058510638297,0.008228058510638297
79,6.2261718749999995,0.0,0.0,0.0
80,5.820117187499999,0.0,0.0,0.0
81,6.00380859375,0.0,0.0,0.0
82,6.545214843749999,0.0,0.0006856715425531914,0.0006856715425531914
83,5.90712890625,0.0,0.0,0.0
84,6.168164062500001,0.0,0.0,0.0
85,6.23583984375,0.0,0.0006856715425531914,0.0006856715425531914
86,5.80078125,0.0,0.0,0.0
87,6.255175781249999,0.0,0.0006856715425531914,0.0006856715425531914
88,6.119824218750001,0.0,0.0,0.0
89,5.82978515625,0.0,0.0,0.0
90,6.23583984375,0.0,0.0,0.0
91,5.820117187499999,0.0,0.0,0.0
92,6.1778320312499995,0.0,0.00479970079787234,0.00479970079787234
93,6.23583984375,0.0,0.0,0.0
94,5.82978515625,0.0,0.0,0.0
95,6.2455078125,0.0,0.0,0.0
96,6.148828125,0.0,0.0,0.0
97,5.723437499999999,0.0,0.0,0.0
98,6.255175781249999,0.0,0.0,0.0
99,6.0908203125,0.0,0.0,0.0
100,5.6460937499999995,0.0,0.0,0.0
101,6.2455078125,0.0,0.028112533244680847,0.028112533244680847
102,5.965136718749999,0.0,0.0006856715425531914,0.0006856715425531914
103,6.013476562499999,0.0,0.0,0.0
104,6.23583984375,0.0,0.0,0.0
105,5.8974609375,0.0,0.0006856715425531914,0.0006856715425531914
106,6.1875,0.0,0.0,0.0
107,6.2261718749999995,0.0,0.0013713430851063828,0.0013713430851063828
108,5.7814453125,0.0,0.0,0.0
109,6.19716796875,0.0,0.0006856715425531914,0.0006856715425531914
110,6.119824218750001,0.0,0.0,0.0
111,5.723437499999999,0.0,0.006171043882978723,0.006171043882978723
112,6.264843750000001,0.0,0.0,0.0
113,6.04248046875,0.0,0.0,0.0
114,5.6944335937499995,0.0,0.0,0.0
115,6.255175781249999,0.0,0.0,0.0
116,5.9361328124999995,0.0,0.0,0.0
117,6.023144531250001,0.0,0.0013713430851063828,0.0013713430851063828
118,6.2261718749999995,0.0,0.0027426861702127656,0.0027426861702127656
119,5.65576171875,0.0,0.0,0.0
120,6.264843750000001,0.0,0.01919880319148936,0.01919880319148936
121,5.8587890625,0.0,0.0,0.0
122,6.1875,0.0,0.0,0.0
123,6.2261718749999995,0.0,0.0,0.0
124,5.762109375,0.0,0.0,0.0
125,6.216503906250001,0.0,0.0,0.0
126,6.1294921874999995,0.0,0.0,0.0
127,5.684765625,0.0,0.0,0.0
128,6.264843750000001,0.0,0.0,0.0
129,5.9748046875,0.0,0.0,0.0
130,5.94580078125,0.0,0.006171043882978723,0.006171043882978723
131,6.2745117187499995,0.0,0.0,0.0
132,5.8877929687499995,0.0,0.0,0.0
133,6.1294921874999995,0.0,0.0006856715425531914,0.0006856715425531914
134,6.19716796875,0.0,0.0,0.0
135,5.7911132812499995,0.0,0.0,0.0
136,6.255175781249999,0.0,0.0,0.0
137,5.90712890625,0.0,0.036340591755319146,0.036340591755319146
138,6.158496093749999,0.0,0.0,0.0
139,6.206835937499999,0.0,0.0,0.0
140,5.82978515625,0.0,0.0,0.0
141,6.2261718749999995,0.0,0.0013713430851063828,0.0013713430851063828
142,6.1294921874999995,0.0,0.0006856715425531914,0.0006856715425531914
143,5.75244140625,0.0,0.01919880319148936,0.01919880319148936
144,6.264843750000001,0.0,0.0,0.0
145,5.9748046875,0.0,0.0,0.0
146,5.6944335937499995,0.0,0.0,0.0
147,6.255175781249999,0.0,0.0,0.0
148,5.9361328124999995,0.0,0.0,0.0
149,6.255175781249999,0.0,0.0,0.0
150,5.92646484375,0.0,0.0,0.0
151,6.0521484375,0.0,0.0,0.0
152,6.29384765625,0.0,0.0,0.0
153,5.8587890625,0.0,0.0,0.0
154,6.3228515624999995,0.0,0.0,0.0
155,6.148828125,0.0,0.0013713430851063828,0.0013713430851063828
156,5.6944335937499995,0.0,0.0,0.0
157,6.23583984375,0.0,0.0,0.0
158,6.071484375000001,0.0,0.0,0.0
159,5.71376953125,0.0,0.0006856715425531914,0.0006856715425531914
160,6.2841796875,0.0,0.0,0.0
161,6.00380859375,0.0,0.0,0.0
162,5.9844726562499995,0.0,0.0,0.0
163,6.2841796875,0.0,0.0,0.0
164,5.9748046875,0.0,0.0,0.0
165,6.0328124999999995,0.0,0.0,0.0
166,6.23583984375,0.0,0.0,0.0
167,5.6654296875,0.0,0.0,0.0
168,6.303515624999999,0.0,0.0,0.0
169,5.7911132812499995,0.0,0.007542386968085106,0.007542386968085106
170,6.380859375,0.0,0.0006856715425531914,0.0006856715425531914
171,5.994140625,0.0,0.0,0.0
172,6.1778320312499995,0.0,0.0,0.0
173,6.39052734375,0.0,0.0,0.0
174,5.61708984375,0.0,0.0006856715425531914,0.0006856715425531914
175,6.264843750000001,0.0,0.0020570146276595743,0.0020570146276595743
176,5.771777343749999,0.0,0.011656416223404254,0.011656416223404254
177,6.13916015625,0.0,0.0,0.0
178,5.771777343749999,0.0,0.0,0.0
179,6.2745117187499995,0.0,0.0,0.0
180,6.148828125,0.0,0.0,0.0
181,5.6654296875,0.0,0.0,0.0
182,6.2455078125,0.0,0.0006856715425531914,0.0006856715425531914
183,6.0811523437499995,0.0,0.0,0.0
184,5.762109375,0.0,0.004114029255319149,0.004114029255319149
185,6.2841796875,0.0,0.0,0.0
186,6.013476562499999,0.0,0.0,0.0
187,6.04248046875,0.0,0.008228058510638297,0.008228058510638297
188,6.264843750000001,0.0,0.0,0.0
189,5.8394531249999995,0.0,0.00479970079787234,0.00479970079787234
190,6.1875,0.0,0.0,0.0
191,6.158496093749999,0.0,0.0,0.0
192,5.75244140625,0.0,0.0,0.0
193,6.23583984375,0.0,0.0034283577127659573,0.0034283577127659573
194,6.10048828125,0.0,0.0,0.0
195,5.675097656249999,0.0,0.0006856715425531914,0.0006856715425531914
196,6.2745117187499995,0.0,0.0,0.0
197,6.0521484375,0.0,0.0,0.0
198,5.723437499999999,0.0,0.0,0.0
199,6.361523437500001,0.0,0.0,0.0
200,5.9844726562499995,0.0,0.0,0.0
201,6.0908203125,0.0,0.0,0.0
202,6.255175781249999,0.0,0.0,0.0
203,5.878125,0.0,0.0,0.0
204,6.48720703125,0.0,0.0013713430851063828,0.0013713430851063828
205,6.00380859375,0.0,0.0,0.0
206,5.9844726562499995,0.0,0.0,0.0
207,5.8974609375,0.0,0.0027426861702127656,0.0027426861702127656
208,6.0521484375,0.0,0.036340591755319146,0.036340591755319146
209,6.2745117187499995,0.0,0.0,0.0
210,5.820117187499999,0.0,0.0,0.0
211,6.19716796875,0.0,0.0,0.0
212,6.19716796875,0.0,0.0,0.0
213,5.73310546875,0.0,0.0,0.0
214,6.255175781249999,0.0,0.0,0.0
215,6.1778320312499995,0.0,0.0,0.0
216,5.7427734374999995,0.0,0.0,0.0
217,6.255175781249999,0.0,0.0006856715425531914,0.0006856715425531914
218,6.110156249999999,0.0,0.0,0.0
219,5.6944335937499995,0.0,0.0,0.0
220,6.2745117187499995,0.0,0.0,0.0
221,6.0908203125,0.0,0.0,0.0
222,5.75244140625,0.0,0.0,0.0
223,6.2261718749999995,0.0,0.0,0.0
224,5.9844726562499995,0.0,0.0,0.0
225,5.994140625,0.0,0.01988447473404255,0.01988447473404255
226,6.255175781249999,0.0,0.0,0.0
227,5.9361328124999995,0.0,0.0,0.0
228,6.1294921874999995,0.0,0.0,0.0
229,6.2455078125,0.0,0.0,0.0
230,5.7911132812499995,0.0,0.0,0.0
231,6.2455078125,0.0,0.0,0.0
232,6.10048828125,0.0,0.0013713430851063828,0.0013713430851063828
233,5.65576171875,0.0,0.0,0.0
234,6.2455078125,0.0,0.0,0.0
235,5.8587890625,0.0,0.0,0.0
236,6.255175781249999,0.0,0.0,0.0
237,6.158496093749999,0.0,0.0013713430851063828,0.0013713430851063828
238,5.8394531249999995,0.0,0.0,0.0
239,6.1875,0.0,0.0020570146276595743,0.0020570146276595743
240,6.2261718749999995,0.0,0.0,0.0
241,5.684765625,0.0,0.0006856715425531914,0.0006856715425531914
242,6.313183593750001,0.0,0.0,0.0
243,5.8877929687499995,0.0,0.0013713430851063828,0.0013713430851063828
244,6.2745117187499995,0.0,0.0,0.0
245,6.0328124999999995,0.0,0.0,0.0
246,6.1294921874999995,0.0,0.015084773936170212,0.015084773936170212
247,6.1875,0.0,0.0027426861702127656,0.0027426861702127656
248,5.84912109375,0.0,0.0,0.0
249,6.264843750000001,0.0,0.0,0.0
250,5.878125,0.0,0.0,0.0
251,6.2261718749999995,0.0,0.0,0.0
252,5.994140625,0.0,0.0013713430851063828,0.0013713430851063828
253,6.00380859375,0.0,0.0,0.0
254,6.2745117187499995,0.0,0.0,0.0
255,5.75244140625,0.0,0.0,0.0
256,6.2455078125,0.0,0.0,0.0
257,5.94580078125,0.0,0.0,0.0
258,6.2455078125,0.0,0.0,0.0
259,6.04248046875,0.0,0.0,0.0
260,6.10048828125,0.0,0.0,0.0
261,6.168164062500001,0.0,0.0006856715425531914,0.0006856715425531914
262,6.216503906250001,0.0,0.0,0.0
263,6.2261718749999995,0.0,0.0,0.0
264,5.626757812499999,0.0,0.0,0.0
265,6.2841796875,0.0,0.0,0.0
266,6.071484375000001,0.0,0.0,0.0
267,5.8974609375,0.0,0.0,0.0
268,5.9361328124999995,0.0,0.0006856715425531914,0.0006856715425531914
269,5.878125,0.0,0.0,0.0
270,6.2745117187499995,0.0,0.0,0.0
271,6.1294921874999995,0.0,0.0,0.0
272,6.0908203125,0.0,0.0,0.0
273,6.23583984375,0.0,0.0,0.0
274,5.81044921875,0.0,0.0027426861702127656,0.0027426861702127656
275,6.206835937499999,0.0,0.0,0.0
276,6.19716796875,0.0,0.0013713430851063828,0.0013713430851063828
277,5.723437499999999,0.0,0.0,0.0
278,6.2455078125,0.0,0.0,0.0
279,6.061816406249999,0.0,0.01439910239361702,0.01439910239361702
280,5.65576171875,0.0,0.0,0.0
281,6.264843750000001,0.0,0.0,0.0
282,6.013476562499999,0.0,0.0,0.0
283,6.013476562499999,0.0,0.0,0.0
284,6.264843750000001,0.0,0.0,0.0
285,5.90712890625,0.0,0.0,0.0
286,6.158496093749999,0.0,0.0,0.0
287,6.2261718749999995,0.0,0.0,0.0
288,5.762109375,0.0,0.0,0.0
289,6.2261718749999995,0.0,0.0,0.0
290,6.1294921874999995,0.0,0.0,0.0
291,6.255175781249999,0.0,0.0,0.0
292,6.110156249999999,0.0,0.0,0.0
293,5.65576171875,0.0,0.0,0.0
294,6.303515624999999,0.0,0.0,0.0
295,5.9361328124999995,0.0,0.0006856715425531914,0.0006856715425531914
296,6.04248046875,0.0,0.0,0.0
297,6.255175781249999,0.0,0.0,0.0
298,5.878125,0.0,0.0006856715425531914,0.0006856715425531914
299,6.13916015625,0.0,0.0,0.0
300,6.216503906250001,0.0,0.0,0.0
301,5.723437499999999,0.0,0.0006856715425531914,0.0006856715425531914
302,6.23583984375,0.0,0.0,0.0
303,6.158496093749999,0.0,0.0006856715425531914,0.0006856715425531914
304,5.6944335937499995,0.0,0.0,0.0
305,6.2841796875,0.0,0.0006856715425531914,0.0006856715425531914
306,5.9748046875,0.0,0.0020570146276595743,0.0020570146276595743
307,5.95546875,0.0,0.0006856715425531914,0.0006856715425531914
308,6.2841796875,0.0,0.0,0.0
309,5.92646484375,0.0,0.0,0.0
310,6.10048828125,0.0,0.0,0.0
311,6.23583984375,0.0,0.0,0.0
312,5.75244140625,0.0,0.0,0.0
313,6.2455078125,0.0,0.0,0.0
314,6.1294921874999995,0.0,0.0020570146276595743,0.0020570146276595743
315,5.675097656249999,0.0,0.0,0.0
316,6.255175781249999,0.0,0.0,0.0
317,6.0328124999999995,0.0,0.0,0.0
318,6.023144531250001,0.0,0.0013713430851063828,0.0013713430851063828
319,6.2841796875,0.0,0.0,0.0
320,5.7814453125,0.0,0.0,0.0
321,6.2745117187499995,0.0,0.0,0.0
322,5.92646484375,0.0,0.0,0.0
323,6.0521484375,0.0,0.0,0.0
324,6.2455078125,0.0,0.0,0.0
325,5.7814453125,0.0,0.0013713430851063828,0.0013713430851063828
326,6.2455078125,0.0,0.0,0.0
327,6.1294921874999995,0.0,0.0,0.0
328,5.71376953125,0.0,0.0,0.0
329,6.303515624999999,0.0,0.0,0.0
330,6.071484375000001,0.0,0.0,0.0
331,5.762109375,0.0,0.0,0.0
332,6.2261718749999995,0.0,0.0,0.0
333,5.95546875,0.0,0.0,0.0
334,6.061816406249999,0.0,0.0,0.0
335,6.264843750000001,0.0,0.0,0.0
336,5.8587890625,0.0,0.0,0.0
337,6.23583984375,0.0,0.0,0.0
338,6.0328124999999995,0.0,0.0006856715425531914,0.0006856715425531914
339,5.916796874999999,0.0,0.0013713430851063828,0.0013713430851063828
340,6.2455078125,0.0,0.0,0.0
341,5.90712890625,0.0,0.0,0.0
342,6.119824218750001,0.0,0.0034283577127659573,0.0034283577127659573
343,6.255175781249999,0.0,0.0,0.0
344,5.820117187499999,0.0,0.0013713430851063828,0.0013713430851063828
345,6.206835937499999,0.0,0.0,0.0
346,6.148828125,0.0,0.0006856715425531914,0.0006856715425531914
347,5.6654296875,0.0,0.0006856715425531914,0.0006856715425531914
348,6.23583984375,0.0,0.0,0.0
349,5.762109375,0.0,0.0,0.0
